case,case_id,found_by_crawl,scraped_rows,docs_with_link,docs_on_gcs,confirmations_with_link,confirmations_on_gcs,not_on_gcs_examples
case_32242,CV-736707-24/KI,5,5,5,5,0,0,
case_32243,CV-736734-22/KI,7,7,7,7,0,0,
case_32244,CV-736758-22/KI,4,4,4,4,0,0,
case_32245,CV-737515-24/RI,5,5,5,5,0,0,
case_32246,CV-737564-25/KI,5,5,5,5,0,0,
case_32247,CV-737565-25/KI,5,5,5,5,0,0,
case_32248,CV-737680-24/RI,5,5,5,5,0,0,
case_32249,CV-737681-24/RI,2,2,2,2,0,0,
case_32250,CV-737682-24/RI,2,2,2,2,0,0,
case_32251,CV-737690-24/RI,5,5,5,5,0,0,
case_32252,CV-737735-25/RI,5,5,5,5,0,0,
case_32253,CV-737742-25/RI,5,5,5,5,0,0,
case_32254,CV-737758-25/RI,5,5,5,5,0,0,
case_32255,CV-737759-25/RI,5,5,5,5,0,0,
case_32256,CV-737775-24/RI,2,2,2,2,0,0,
case_32257,CV-737778-24/RI,4,4,4,4,0,0,
case_32258,CV-737779-24/RI,5,5,5,5,0,0,
case_32259,CV-737780-24/RI,22,22,22,22,0,0,
case_32260,CV-737783-24/RI,5,5,5,5,0,0,
case_32261,CV-737787-24/RI,5,5,5,5,0,0,
case_32262,CV-737789-24/RI,4,4,4,4,0,0,
case_32263,CV-737791-24/RI,11,11,11,11,0,0,
case_32264,CV-737833-24/RI,5,5,5,5,0,0,
case_32265,CV-737865-24/RI,5,5,5,5,0,0,
case_32266,CV-737867-24/RI,14,14,14,14,0,0,
case_32267,CV-737869-24/RI,46,46,46,46,1,1,
case_32269,CV-737871-24/RI,8,8,8,8,6,6,
case_32270,CV-737872-24/RI,5,5,5,5,2,2,
case_32271,CV-737873-24/RI,6,6,6,6,3,3,
case_32272,CV-737875-24/RI,5,5,5,5,3,3,
case_32273,CV-737905-24/RI,5,5,5,5,0,0,
case_32274,CV-737907-23/RI,2,2,2,2,0,0,
case_32275,CV-737978-24/RI,5,5,5,5,0,0,
case_32276,CV-737982-24/RI,5,5,5,5,0,0,
case_32277,CV-738385-23/RI,5,5,5,5,1,1,
case_32278,CV-738413-23/RI,5,5,5,5,4,4,
case_32279,CV-738526-25/KI,14,14,14,14,0,0,
case_32280,CV-739100-26/RI,2,2,2,2,0,0,
case_32281,CV-739327-25/KI,4,4,4,4,0,0,
case_32282,CV-739602-23/RI,4,4,4,4,0,0,
case_32283,CV-739914-23/RI,5,5,5,5,0,0,
case_32284,CV-740151-23/RI,2,2,2,2,0,0,
case_32285,CV-740154-23/RI,14,14,14,14,0,0,
case_32286,CV-740841-24/RI,7,7,7,7,0,0,
case_32287,CV-740842-24/RI,4,4,4,4,0,0,
case_32288,CV-740851-24/RI,5,5,5,5,0,0,
case_32289,CV-740875-24/RI,6,6,6,6,0,0,
case_32290,CV-740878-24/RI,8,8,8,8,0,0,
case_32291,CV-740963-24/RI,5,5,5,5,0,0,
case_32292,CV-740964-24/RI,5,5,5,5,0,0,
case_32293,CV-741110-22/KI,5,5,5,5,0,0,
case_32294,CV-741622-24/KI,2,2,2,2,0,0,
case_32295,CV-741623-24/KI,3,3,3,3,0,0,
case_32296,CV-741624-24/KI,5,5,5,5,0,0,
case_32297,CV-741651-24/KI,4,4,4,4,0,0,
case_32298,CV-741848-23/RI,4,4,4,4,0,0,
case_32299,CV-741930-23/RI,2,2,2,2,0,0,
case_32300,CV-741949-23/RI,2,2,2,2,0,0,
case_32301,CV-742096-24/RI,5,5,5,5,0,0,
case_32302,CV-742097-24/RI,2,2,2,2,0,0,
case_32303,CV-742132-24/RI,7,7,7,7,0,0,
case_32304,CV-742290-24/RI,4,4,4,4,0,0,
case_32305,CV-742550-24/KI,6,6,6,6,0,0,
case_32306,CV-742586-24/KI,20,20,20,20,0,0,
case_32307,CV-742771-22/KI,5,5,5,5,0,0,
case_32308,CV-742773-22/KI,3,3,3,3,0,0,
case_32309,CV-742774-22/KI,5,5,5,5,0,0,
case_32310,CV-743913-23/RI,2,2,2,2,0,0,
case_32311,CV-743935-23/RI,5,5,5,5,0,0,
case_32312,CV-743943-23/RI,5,5,5,5,0,0,
case_32313,CV-743949-23/RI,5,5,5,5,0,0,
case_32314,CV-743996-23/RI,5,5,5,5,0,0,
case_32315,CV-743997-23/RI,5,5,5,5,0,0,
case_32316,CV-743998-23/RI,4,4,4,4,0,0,
case_32317,CV-744984-25/KI,5,5,5,5,0,0,
case_32318,CV-744986-23/RI,5,5,5,5,0,0,
case_32319,CV-745007-25/KI,5,5,5,5,0,0,
case_32320,CV-745010-24/KI,5,5,5,5,0,0,
case_32321,CV-745013-24/KI,5,5,5,5,0,0,
case_32322,CV-745014-24/KI,5,5,5,5,0,0,
case_32323,CV-745015-24/KI,5,5,5,5,0,0,
case_32324,CV-745016-24/KI,2,2,2,2,0,0,
case_32325,CV-745018-24/KI,13,13,13,13,0,0,
case_32326,CV-745024-25/KI,4,4,4,4,0,0,
case_32327,CV-745029-25/KI,4,4,4,4,0,0,
case_32328,CV-745031-24/KI,4,4,4,4,0,0,
case_32329,CV-745032-25/KI,4,4,4,4,0,0,
case_32330,CV-745043-24/KI,4,4,4,4,0,0,
case_32331,CV-745044-23/RI,2,2,2,2,0,0,
case_32332,CV-745044-25/KI,3,3,3,3,0,0,
case_32333,CV-745045-25/KI,4,4,4,4,0,0,
case_32334,CV-745061-25/KI,5,5,5,5,0,0,
case_32335,CV-745073-25/KI,4,4,4,4,0,0,
case_32336,CV-745084-25/KI,4,4,4,4,0,0,
case_32337,CV-745085-25/KI,2,2,2,2,0,0,
case_32338,CV-745090-25/KI,4,4,4,4,0,0,
case_32339,CV-745294-24/KI,5,5,5,5,0,0,
case_32340,CV-745539-24/RI,3,3,3,3,0,0,
case_32341,CV-745553-24/RI,4,4,4,4,0,0,
case_32342,CV-745564-24/RI,1,1,1,1,0,0,
case_32343,CV-745565-24/RI,5,5,5,5,0,0,
case_32344,CV-745566-24/RI,1,1,1,1,0,0,
case_32345,CV-745885-24/RI,5,5,5,5,0,0,
case_32346,CV-745892-24/RI,1,1,1,1,0,0,
case_32347,CV-746543-24/KI,2,2,2,2,0,0,
case_32348,CV-746822-23/RI,6,6,6,6,0,0,
case_32349,CV-746971-23/RI,5,5,5,5,0,0,
case_32350,CV-747000-25/RI,4,4,4,4,0,0,
case_32351,CV-747012-25/RI,4,4,4,4,0,0,
case_32352,CV-747013-25/RI,14,14,14,14,0,0,
case_32353,CV-747207-25/RI,5,5,5,5,0,0,
case_32354,CV-747222-25/RI,4,4,4,4,0,0,
case_32355,CV-747223-25/RI,2,2,2,2,0,0,
case_32356,CV-747778-25/KI,5,5,5,5,0,0,
case_32357,CV-747794-25/KI,3,3,3,3,0,0,
case_32358,CV-747924-23/RI,5,5,5,5,0,0,
case_32359,CV-747986-23/RI,5,5,5,5,0,0,
case_32360,CV-748136-24/RI,5,5,5,5,0,0,
case_32361,CV-748137-24/RI,4,4,4,4,0,0,
case_32362,CV-748202-24/KI,4,4,4,4,0,0,
case_32363,CV-748353-24/RI,2,2,2,2,0,0,
case_32364,CV-748745-24/KI,5,5,5,5,0,0,
case_32365,CV-748846-23/RI,5,5,5,5,0,0,
case_32366,CV-748847-23/RI,3,3,3,3,0,0,
case_32367,CV-749353-22/KI,2,2,2,2,0,0,
case_32368,CV-749387-22/KI,7,7,7,7,0,0,
case_32369,CV-749642-25/KI,5,5,5,5,0,0,
case_32370,CV-749971-25/RI,5,5,5,5,0,0,
case_32371,CV-749986-25/RI,20,20,20,20,0,0,
case_32372,CV-749987-25/RI,3,3,3,3,0,0,
case_32373,CV-750007-25/RI,2,2,2,2,0,0,
case_32374,CV-750140-22/KI,3,3,3,3,0,0,
case_32375,CV-750264-23/RI,5,5,5,5,0,0,
case_32376,CV-750347-22/KI,4,4,4,4,0,0,
case_32377,CV-750548-23/RI,4,4,4,4,0,0,
case_32378,CV-750557-23/RI,4,4,4,4,0,0,
case_32379,CV-751219-25/RI,5,5,5,5,0,0,
case_32380,CV-751474-23/RI,5,5,5,5,0,0,
case_32381,CV-751475-23/RI,6,6,6,6,0,0,
case_32382,CV-751476-23/RI,5,5,5,5,0,0,
case_32383,CV-751629-23/RI,2,2,2,2,0,0,
case_32384,CV-751633-23/RI,5,5,5,5,0,0,
case_32385,CV-753265-26/RI,1,1,1,1,0,0,
case_32386,CV-753388-26/RI,1,1,1,1,0,0,
case_32387,CV-753390-26/RI,1,1,1,1,0,0,
case_32388,CV-753473-26/RI,1,1,1,1,0,0,
case_32389,CV-753474-26/RI,1,1,1,1,0,0,
case_32390,CV-753475-26/RI,1,1,1,1,0,0,
case_32391,CV-753477-26/RI,1,1,1,1,0,0,
case_32392,CV-753478-26/RI,1,1,1,1,0,0,
case_32393,CV-753480-26/RI,1,1,1,1,0,0,
case_32394,CV-753481-26/RI,1,1,1,1,0,0,
case_32395,CV-753502-26/RI,1,1,1,1,0,0,
case_32396,CV-753613-26/RI,1,1,1,1,0,0,
case_32397,CV-753932-25/RI,5,5,5,5,0,0,
case_32398,CV-753965-25/RI,3,3,3,3,0,0,
case_32399,CV-754523-25/KI,5,5,5,5,0,0,
case_32400,CV-755003-25/RI,2,2,2,2,0,0,
case_32401,CV-755474-24/RI,2,2,2,2,0,0,
case_32402,CV-755642-23/RI,7,7,7,7,0,0,
case_32403,CV-755645-23/RI,3,3,3,3,0,0,
case_32404,CV-755669-23/RI,4,4,4,4,0,0,
case_32405,CV-755670-23/RI,4,4,4,4,0,0,
case_32406,CV-755671-23/RI,5,5,5,5,0,0,
case_32407,CV-757797-25/RI,2,2,2,2,0,0,
case_32408,CV-758292-26/RI,1,1,1,1,0,0,
case_32409,CV-758640-24/KI,4,4,4,4,0,0,
case_32410,CV-758644-24/KI,18,18,18,18,0,0,
case_32411,CV-760105-25/RI,6,6,6,6,0,0,
case_32412,CV-761303-24/RI,5,5,5,5,0,0,
case_32413,CV-761332-24/RI,3,3,3,3,0,0,
case_32414,CV-761414-24/RI,4,4,4,4,0,0,
case_32415,CV-761424-24/RI,2,2,2,2,0,0,
case_32416,CV-763096-25/KI,5,5,5,5,0,0,
case_32417,CV-764590-25/KI,3,3,3,3,0,0,
case_32418,CV-766218-24/KI,17,17,17,17,0,0,
case_32419,CV-768658-24/RI,9,9,9,9,0,0,
case_32420,CV-769449-25/RI,4,4,4,4,0,0,
case_32421,CV-771045-25/RI,11,11,11,11,0,0,
case_32422,CV-771231-24/RI,1,1,1,1,0,0,
case_32423,CV-771234-24/RI,1,1,1,1,0,0,
case_32424,CV-771265-24/RI,1,1,1,1,0,0,
case_32425,CV-773461-25/KI,2,2,2,2,0,0,
case_32426,CV-773486-25/KI,3,3,3,3,0,0,
case_32427,CV-773490-25/KI,4,4,4,4,0,0,
case_32428,CV-776805-25/KI,4,4,4,4,0,0,
case_32429,CV-778006-25/RI,6,6,6,6,0,0,
case_32430,CV-778589-25/RI,7,7,7,7,0,0,
case_32431,CV-778641-25/RI,4,4,4,4,0,0,
case_32432,CV-780714-25/RI,4,4,4,4,0,0,
case_32433,CV-780719-25/RI,4,4,4,4,0,0,
case_32434,CV-780763-24/RI,20,20,20,20,0,0,
case_32435,CV-780770-24/RI,5,5,5,5,0,0,
case_32436,CV-780772-24/RI,4,4,4,4,0,0,
case_32437,CV-783283-24/RI,5,5,5,5,0,0,
case_32438,CV-785221-24/RI,3,3,3,3,0,0,
case_32439,CV-785252-24/RI,6,6,6,6,0,0,
case_32440,CV-786455-25/RI,5,5,5,5,0,0,
case_32441,CV-786584-25/RI,5,5,5,5,0,0,
case_32442,CV-788052-25/RI,6,6,6,6,0,0,
case_32443,CV-788215-25/RI,13,13,13,13,0,0,
case_32806,190033/2014,605,605,604,604,552,552,
case_34006,154615/2013,11,11,8,8,8,8,
case_34016,2020-04561,17,17,14,14,14,14,
case_34033,614378/2026,16,16,16,16,14,14,
case_34045,805385/2016,74,74,74,74,73,73,
case_34055,151183/2013,375,375,372,372,372,372,
case_34056,653214/2022,109,109,106,106,105,105,
case_34219,604913/2021,25,25,19,19,18,18,
case_35038,25791/2014E,195,195,193,193,190,190,
case_35070,62515/2026,15,15,15,15,14,14,
case_35097,190289/2013,123,123,121,121,120,120,
case_35157,50385/2011,213,213,208,208,205,205,
case_36295,607659/2021,83,83,80,80,80,80,
case_36296,608568/2024,53,53,52,52,52,52,
case_36297,609063/2023,52,52,51,51,51,51,
case_36597,CV-702578-17/KI,1,1,1,1,0,0,
case_36598,CV-703398-17/KI,1,1,1,1,0,0,
case_36599,CV-705176-16/KI,1,1,1,1,0,0,
case_36600,CV-705255-16/KI,1,1,1,1,0,0,
case_36601,CV-705272-16/KI,1,1,1,1,0,0,
case_36602,CV-705304-16/KI,1,1,1,1,0,0,
case_36603,CV-708118-16/KI,2,2,2,2,0,0,
case_36604,CV-709951-16/KI,14,14,14,14,0,0,
case_36605,CV-710082-16/KI,30,30,30,30,0,0,
case_36606,CV-712658-17/KI,1,1,1,1,0,0,
case_36607,CV-712659-17/KI,1,1,1,1,0,0,
case_36608,CV-713170-17/KI,7,7,7,7,0,0,
case_36609,CV-717141-17/KI,1,1,1,1,0,0,
case_36610,CV-717142-17/KI,9,9,9,9,1,1,
case_36611,CV-717143-17/KI,36,36,36,36,6,6,
case_36612,CV-717144-17/KI,38,38,38,38,35,35,
case_36613,CV-717335-17/KI,2,2,2,2,0,0,
case_36614,CV-717365-17/KI,1,1,1,1,0,0,
case_36615,CV-717536-13/QU,1,1,1,1,0,0,
case_36616,CV-717537-13/QU,1,1,1,1,0,0,
case_36617,CV-717539-13/QU,1,1,1,1,0,0,
case_36618,CV-717542-13/QU,1,1,1,1,0,0,
case_36619,CV-717607-13/QU,1,1,1,1,0,0,
case_36620,CV-717624-13/QU,1,1,1,1,0,0,
case_36621,CV-717691-13/QU,1,1,1,1,0,0,
case_36622,CV-718158-13/QU,1,1,1,1,0,0,
case_36623,CV-719677-17/KI,17,17,17,17,0,0,
case_36624,CV-719678-17/KI,36,36,36,36,0,0,
case_36625,CV-719679-17/KI,12,12,12,12,0,0,
case_36626,CV-719707-17/KI,1,1,1,1,0,0,
case_36627,CV-719709-17/KI,1,1,1,1,0,0,
case_36628,CV-719964-17/KI,1,1,1,1,0,0,
case_36629,CV-726624-12/QU,1,1,1,1,0,0,
case_36630,CV-726627-12/QU,1,1,1,1,0,0,
case_36631,CV-726630-12/QU,1,1,1,1,0,0,
case_36632,CV-726632-12/QU,1,1,1,1,0,0,
case_36633,CV-726662-12/QU,1,1,1,1,0,0,
case_36634,CV-726664-12/QU,1,1,1,1,0,0,
case_36635,CV-726666-12/QU,1,1,1,1,0,0,
case_36636,CV-726668-12/QU,1,1,1,1,0,0,
case_36637,CV-726672-12/QU,1,1,1,1,0,0,
case_36638,CV-726673-12/QU,1,1,1,1,0,0,
case_36639,CV-726674-12/QU,1,1,1,1,0,0,
case_36640,CV-726751-12/QU,1,1,1,1,0,0,
case_36641,CV-726752-12/QU,1,1,1,1,0,0,
case_36642,CV-726755-12/QU,1,1,1,1,0,0,
case_36643,CV-726762-12/QU,1,1,1,1,0,0,
case_36644,CV-726764-12/QU,1,1,1,1,0,0,
case_36645,CV-726767-12/QU,1,1,1,1,0,0,
case_36646,CV-726769-12/QU,1,1,1,1,0,0,
case_36647,CV-729888-16/KI,1,1,1,1,0,0,
case_36648,CV-733009-12/QU,1,1,1,1,0,0,
case_36649,CV-733010-12/QU,1,1,1,1,0,0,
case_36650,CV-733011-12/QU,1,1,1,1,0,0,
case_36651,CV-733018-12/QU,1,1,1,1,0,0,
case_36652,CV-733019-12/QU,1,1,1,1,0,0,
case_36653,CV-733021-12/QU,1,1,1,1,0,0,
case_36654,CV-733024-12/QU,1,1,1,1,0,0,
case_36655,CV-742725-16/KI,1,1,1,1,0,0,
case_38333,150808/2018,94,94,91,91,91,91,
case_38340,152421/2017,10,10,10,10,9,9,
case_38419,252564/2008,4,4,4,4,3,3,
case_38491,452877/2017,3765,3765,3761,3761,2514,2514,
case_38493,500460/2011,713,713,704,704,702,702,
case_38505,505923/2017,19,19,18,18,18,18,
case_38516,519323/2017,141,141,137,137,134,134,
case_38517,519512/2016,92,92,91,91,90,90,
case_39727,E2024-575,28,28,27,27,27,27,
case_40855,51723/2021,333,333,328,328,324,324,
case_40861,57913/2020,57,57,55,55,55,55,
case_40862,58429/2021,133,133,133,133,131,131,
case_40873,604396/2018,93,93,93,93,92,92,
case_40874,604423/2015,123,123,122,122,120,120,
case_40878,610994/2022,58,58,57,57,57,57,
case_40882,612859/2018,593,593,593,593,554,554,
case_40886,63866/2020,93,93,93,93,91,91,
case_40890,650139/2012,20,20,19,19,18,18,
case_40895,66324/2017,38,38,38,38,37,37,
case_40897,66588/2024,37,37,37,37,36,36,
case_40901,69613/2015,258,258,256,256,226,226,
case_40904,70565/2015,172,172,171,171,171,171,
case_40916,83247,18,18,17,17,17,17,
case_40917,850143/2022,121,121,120,120,119,119,
case_40926,CV-000016-11/QU,1,1,1,1,0,0,
case_40927,CV-000109-11/QU,1,1,1,1,0,0,
case_40928,CV-000110-11/QU,1,1,1,1,0,0,
case_40929,CV-000536-24/BA,2,2,2,2,0,0,
case_40930,CV-001302-11/RI,1,1,1,1,0,0,
case_40931,CV-001878-22/BR,2,2,2,2,0,0,
case_40932,CV-005933-11/QU,1,1,1,1,0,0,
case_40933,CV-006051-11/QU,1,1,1,1,0,0,
case_40934,CV-006057-11/QU,1,1,1,1,0,0,
case_40935,CV-006058-11/QU,1,1,1,1,0,0,
case_40936,CV-007331-11/QU,1,1,1,1,0,0,
case_40937,CV-007364-11/QU,1,1,1,1,0,0,
case_40938,CV-007373-11/QU,1,1,1,1,0,0,
case_40939,CV-008055-11/QU,1,1,1,1,0,0,
case_40940,CV-008057-11/QU,1,1,1,1,0,0,
case_40941,CV-008058-11/QU,1,1,1,1,0,0,
case_40942,CV-008075-11/QU,1,1,1,1,0,0,
case_40943,CV-008085-11/QU,1,1,1,1,0,0,
case_40944,CV-008095-11/QU,1,1,1,1,0,0,
case_40945,CV-008097-11/QU,1,1,1,1,0,0,
case_40946,CV-008209-11/QU,1,1,1,1,0,0,
case_40947,CV-008421-11/QU,1,1,1,1,0,0,
case_40948,CV-009406-11/QU,1,1,1,1,0,0,
case_40949,CV-011509-10/QU,1,1,1,1,0,0,
case_40950,CV-011518-10/QU,1,1,1,1,0,0,
case_40951,CV-013355-08/KI,1,1,1,1,0,0,
case_40952,CV-013362-08/KI,1,1,1,1,0,0,
case_40953,CV-015767-11/KI,1,1,1,1,0,0,
case_40954,CV-015770-11/KI,1,1,1,1,0,0,
case_40955,CV-023452-07/KI,1,1,1,1,0,0,
case_40956,CV-024189-10/QU,1,1,1,1,0,0,
case_40957,CV-028614-08/KI,1,1,1,1,0,0,
case_40958,CV-028622-08/KI,1,1,1,1,0,0,
case_40959,CV-031282-10/NY,1,1,1,1,0,0,
case_40960,CV-031284-10/NY,1,1,1,1,0,0,
case_40961,CV-031285-10/NY,1,1,1,1,0,0,
case_40962,CV-031286-10/NY,1,1,1,1,0,0,
case_40963,CV-031287-10/NY,1,1,1,1,0,0,
case_40964,CV-031288-10/NY,1,1,1,1,0,0,
case_40965,CV-031289-10/NY,1,1,1,1,0,0,
case_40966,CV-039347-09/QU,1,1,1,1,0,0,
case_40967,CV-040499-10/QU,1,1,1,1,0,0,
case_40968,CV-044482-06/KI,1,1,1,1,0,0,
case_40969,CV-046508-06/KI,1,1,1,1,0,0,
case_40970,CV-046525-06/KI,1,1,1,1,0,0,
case_40971,CV-046529-06/KI,1,1,1,1,0,0,
case_40972,CV-049331-15/KI,2,2,2,2,0,0,
case_41016,LT-306779-26/NY,12,12,12,12,4,4,
case_41770,612367/2019,97,97,96,96,96,96,
case_41772,612665/2019,20,20,19,19,19,19,
case_41777,613779/2025,29,29,28,28,27,27,
case_41867,701313/2021,85,85,82,82,82,82,
case_41874,701773/2025,10,10,10,10,9,9,
case_41875,702130/2022,19,19,18,18,18,18,
case_41884,702420/2013,375,375,375,375,170,170,
case_43368,609715/2022,225,225,222,222,222,222,
case_43374,651477/2022,46,46,45,45,43,43,
case_43386,713509/2022,151,151,150,150,150,150,
case_43387,713515/2022,117,117,115,115,108,108,
case_43396,CV-700671-22/NY,4,4,4,4,0,0,
case_43397,CV-703081-22/NY,8,8,8,8,0,0,
case_43398,CV-705997-22/NY,5,5,5,5,0,0,
case_43399,CV-707740-22/RI,7,7,7,7,0,0,
case_43400,CV-708137-22/RI,9,9,9,9,0,0,
case_43401,CV-708151-22/RI,13,13,13,13,0,0,
case_43402,CV-708618-23/NY,8,8,8,8,0,0,
case_43403,CV-711605-22/BX,7,7,7,7,0,0,
case_43404,CV-711606-22/BX,3,3,3,3,0,0,
case_43405,CV-711608-22/BX,3,3,3,3,0,0,
case_43406,CV-711799-22/RI,9,9,9,9,0,0,
case_43407,CV-715097-22/QU,7,7,7,7,0,0,
case_43408,CV-716396-22/QU,6,6,6,6,0,0,
case_43409,CV-716863-22/BX,8,8,8,8,0,0,
case_43410,CV-717225-22/BX,8,8,8,8,0,0,
case_43411,CV-725350-22/BX,10,10,10,10,0,0,
case_43477,156278/2017,233,233,233,233,232,232,
case_43478,156337/2020,121,121,114,114,108,108,
case_43480,157813/2023,170,170,165,165,164,164,
case_43497,59883/2016,52,52,49,49,48,48,
case_43499,602133/2009,68,68,67,67,61,61,
case_43500,602687/2023,99,99,98,98,81,81,
case_43501,604143/2020,43,43,42,42,42,42,
case_43504,607989/2018,141,141,138,138,138,138,
case_43505,608292/2023,199,199,192,192,188,188,
case_43510,610316/2018,236,236,234,234,229,229,
case_43524,652105/2012,26,26,25,25,25,25,
case_43525,652276/2023,119,119,117,117,111,111,
case_43526,652559/2024,37,37,35,35,34,34,
case_43527,652783/2018,81,81,75,75,70,70,
case_43529,654057/2013,282,282,281,281,281,281,
case_43539,657389/2019,61,61,56,56,47,47,
case_43542,705527/2014,316,316,299,299,234,234,
case_43544,712803/2019,205,205,194,194,181,181,
case_43545,716464/2020,8,8,6,6,6,6,
case_43546,717077/2020,259,259,258,258,255,255,
case_43562,CV-003009-24/HU,2,2,2,2,0,0,
case_43563,CV-003010-24/HU,2,2,2,2,0,0,
case_43564,CV-003045-24/HU,2,2,2,2,0,0,
case_43565,CV-003056-24/HU,2,2,2,2,0,0,
case_43566,CV-701100-21/RI,2,2,2,2,0,0,
case_43567,CV-701110-21/RI,1,1,1,1,0,0,
case_43568,CV-701113-21/RI,2,2,2,2,0,0,
case_43569,CV-701149-23/RI,3,3,3,3,0,0,
case_43570,CV-701202-20/RI,1,1,1,1,0,0,
case_43571,CV-701877-21/NY,2,2,2,2,0,0,
case_43572,CV-702205-19/QU,1,1,1,1,0,0,
case_43573,CV-702563-20/RI,1,1,1,1,0,0,
case_43574,CV-702564-20/RI,1,1,1,1,0,0,
case_43575,CV-702584-20/RI,2,2,2,2,0,0,
case_43576,CV-702630-20/NY,1,1,1,1,0,0,
case_43577,CV-702633-20/NY,1,1,1,1,0,0,
case_43578,CV-702856-20/RI,1,1,1,1,0,0,
case_43579,CV-702925-20/RI,1,1,1,1,0,0,
case_43580,CV-703063-20/RI,1,1,1,1,0,0,
case_43581,CV-703085-20/RI,1,1,1,1,0,0,
case_43582,CV-703192-20/NY,11,11,11,11,1,1,
case_43583,CV-703193-20/NY,12,12,12,12,2,2,
case_43584,CV-703208-20/NY,2,2,2,2,1,1,
case_43585,CV-703318-19/QU,3,3,3,3,1,1,
case_43586,CV-703408-22/RI,5,5,5,5,4,4,
case_43590,CV-703509-20/RI,2,2,2,2,1,1,
case_43591,CV-703510-20/RI,1,1,1,1,0,0,
case_43606,CV-704458-20/NY,10,10,10,10,0,0,
case_43607,CV-705746-23/RI,1,1,1,1,0,0,
case_43608,CV-705907-20/QU,2,2,2,2,0,0,
case_43609,CV-706061-20/QU,1,1,1,1,0,0,
case_43610,CV-706064-20/QU,1,1,1,1,0,0,
case_43611,CV-706095-20/QU,3,3,3,3,0,0,
case_43612,CV-706656-20/BX,4,4,4,4,0,0,
case_43613,CV-706889-20/RI,3,3,3,3,0,0,
case_43614,CV-707926-20/QU,2,2,2,2,0,0,
case_43615,CV-707935-20/QU,1,1,1,1,0,0,
case_43616,CV-707943-20/QU,4,4,4,4,0,0,
case_43617,CV-707944-20/BX,3,3,3,3,0,0,
case_43618,CV-707945-20/BX,3,3,3,3,0,0,
case_43619,CV-707946-20/BX,3,3,3,3,0,0,
case_43620,CV-707965-20/BX,3,3,3,3,0,0,
case_43621,CV-707966-20/QU,1,1,1,1,0,0,
case_43622,CV-708027-20/BX,1,1,1,1,0,0,
case_43623,CV-708033-20/BX,3,3,3,3,0,0,
case_43624,CV-708034-20/BX,5,5,5,5,0,0,
case_43625,CV-708035-20/BX,3,3,3,3,0,0,
case_43626,CV-708037-20/BX,3,3,3,3,0,0,
case_43627,CV-708038-20/BX,3,3,3,3,0,0,
case_43628,CV-708039-20/BX,3,3,3,3,0,0,
case_43629,CV-708040-20/BX,3,3,3,3,0,0,
case_43630,CV-708057-20/BX,3,3,3,3,2,2,
case_43631,CV-708058-20/BX,4,4,4,4,0,0,
case_43632,CV-708975-19/RI,2,2,2,2,0,0,
case_43633,CV-709029-23/RI,5,5,5,5,1,1,
case_43634,CV-709030-23/RI,7,7,7,7,0,0,
case_43635,CV-709033-23/RI,3,3,3,3,0,0,
case_43636,CV-709036-23/RI,4,4,4,4,0,0,
case_43637,CV-709449-20/BX,1,1,1,1,0,0,
case_43638,CV-709467-20/BX,3,3,3,3,0,0,
case_43639,CV-709480-20/BX,3,3,3,3,1,1,
case_43640,CV-709481-20/BX,5,5,5,5,1,1,
case_43641,CV-709491-20/BX,1,1,1,1,0,0,
case_43642,CV-709494-20/BX,3,3,3,3,0,0,
case_43643,CV-709495-20/BX,5,5,5,5,0,0,
case_43644,CV-709496-20/BX,3,3,3,3,0,0,
case_43645,CV-709497-20/BX,5,5,5,5,1,1,
case_43646,CV-709498-20/BX,3,3,3,3,0,0,
case_43647,CV-709499-20/BX,4,4,4,4,1,1,
case_43648,CV-709500-20/BX,3,3,3,3,0,0,
case_43649,CV-709519-20/BX,5,5,5,5,2,2,
case_43650,CV-709520-20/BX,5,5,5,5,4,4,
case_43655,CV-709529-20/BX,3,3,3,3,2,2,
case_43656,CV-709530-20/BX,3,3,3,3,2,2,
case_43657,CV-709531-20/BX,5,5,5,5,4,4,
case_43669,CV-709569-20/BX,3,3,3,3,1,1,
case_43670,CV-709570-20/BX,1,1,1,1,0,0,
case_43671,CV-709571-20/BX,5,5,5,5,1,1,
case_43672,CV-709583-20/BX,1,1,1,1,0,0,
case_43673,CV-709584-20/BX,3,3,3,3,1,1,
case_43674,CV-709585-20/BX,1,1,1,1,0,0,
case_43675,CV-709586-20/BX,3,3,3,3,1,1,
case_43676,CV-709587-20/BX,3,3,3,3,0,0,
case_43677,CV-709588-20/BX,1,1,1,1,0,0,
case_43678,CV-709589-20/BX,3,3,3,3,0,0,
case_43679,CV-709805-23/RI,1,1,1,1,0,0,
case_43680,CV-709806-23/RI,2,2,2,2,0,0,
case_43681,CV-710007-23/RI,2,2,2,2,0,0,
case_43682,CV-710011-23/RI,5,5,5,5,0,0,
case_43683,CV-710089-23/RI,4,4,4,4,0,0,
case_43684,CV-710090-23/RI,5,5,5,5,0,0,
case_43685,CV-710093-23/RI,5,5,5,5,0,0,
case_43686,CV-710095-23/RI,5,5,4,4,1,1,
case_43687,CV-710096-23/RI,2,2,2,2,0,0,
case_43688,CV-710097-23/RI,3,3,2,2,2,2,
case_43689,CV-710098-23/RI,3,3,2,2,0,0,
case_43690,CV-710099-23/RI,2,2,1,1,0,0,
case_43691,CV-710100-23/RI,5,5,4,4,1,1,
